,osm_id,emergencyh,aeroway,operatorty,source,capacitype,addrfull,emergency,name,addrcity,building,geometry,x,y,NN,NN_dist
0,2700505486.0,,gate,,,,,,,,,POINT (79.8846214999823 7.176073400367159),79.8846214999823,7.176073400367159,5916588300,191.44370550374268
